"STATION","LATITUDE","LONGITUDE","ELEVATION","NAME","DATE","SEASON","SLP","WDSP","TEMP","DEWP","STP","VISIB","MXSPD","GUST","MAX","MIN","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","9/18/2015","Осень","1016.9","8.3","64.1","56.2","994.8","21.6","11.7","999.9","71.4","59.4","0","E","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","9/19/2015","Осень","1011.9","5.6","64.1","59.8","990","17.9","7.8","999.9","69.4","59.9","0","I","999.9","100000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","9/20/2015","Осень","1011.3","4.4","64.1","59.5","989.4","10.7","5.8","999.9","71.6","59.7","0","I","999.9","100000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","9/21/2015","Осень","1013.8","7.8","65.7","56.4","991.8","19.4","9.7","999.9","72","58.6","0","E","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","9/22/2015","Осень","1015","14.8","66.2","63.1","993.1","12.4","19.4","999.9","71.2","64.2","0","E","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","9/23/2015","Осень","1012.9","14.3","65.2","62.1","991","21.7","19.4","23.3","69.1","62.4","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","9/24/2015","Осень","1010.3","9.5","63.8","60.9","988.3","19.4","17.5","999.9","68.9","60.6","0.02","F","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","9/25/2015","Осень","1008.7","8","63.2","59.9","986.8","17.1","13.6","999.9","68.5","59.2","0.55","E","999.9","110010"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","9/26/2015","Осень","1011.3","5.3","61.4","49.5","989.2","21.7","9.7","999.9","70.3","53.6","0","F","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","9/27/2015","Осень","1013.9","6.3","57.7","45.9","991.5","21.7","7.8","999.9","65.7","52.2","0.35","E","999.9","10010"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","9/28/2015","Осень","1020","9.5","55.1","39.1","997.5","21.7","13.6","21.4","61","49.5","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","9/29/2015","Осень","1025","9.5","54.7","34.9","2.3","24.1","13.6","999.9","63.5","45.9","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","9/30/2015","Осень","1016.6","13.3","58.7","48.8","994.3","23.6","21.4","999.9","61.9","45.9","0","F","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/1/2015","Осень","994.7","19.4","51.3","45.7","972.6","11.4","27.2","38.9","60.6","43.7","1.54","F","999.9","10000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/2/2015","Осень","1002.2","13.6","50.9","27.7","979.8","24.1","23.3","999.9","57.7","46.8","0","F","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/3/2015","Осень","1016.1","12.9","49.9","27.6","993.3","23.1","17.5","25.3","54","46.4","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/4/2015","Осень","1023.7","6.3","51.8","37.5","0.8","24.1","9.7","999.9","59.5","46.6","0","F","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/5/2015","Осень","1020.2","12.9","58.7","54.1","997.8","17.1","15.5","23.3","62.2","46.4","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/6/2015","Осень","1019.1","11.4","60.3","58.8","996.8","9.4","15.5","21.4","63.5","57.2","0","E","999.9","100000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/7/2015","Осень","1017.8","13.6","58.6","55.9","995.4","12.4","19.4","999.9","63.5","56.5","0","F","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/8/2015","Осень","1009.3","10.4","56.3","53.1","987","10.9","15.5","999.9","57.7","52.3","0.01","E","999.9","10000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/9/2015","Осень","1004.9","14.3","45","42.1","982.2","10.9","23.3","999.9","49.1","41.4","1.34","F","999.9","10000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/10/2015","Осень","1006","5.6","47.6","35.6","983.3","21.7","13.6","999.9","54.5","38.8","0","F","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/11/2015","Осень","1005.6","11.7","47","36.3","983","21.7","17.5","25.3","52.3","40.1","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/12/2015","Осень","1010.6","12.4","47.3","28.6","987.8","21.7","21.4","999.9","55.6","35.8","0","F","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/13/2015","Осень","1017.2","13.4","42.2","19.8","994.1","21.7","19.4","21.4","46.4","37","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/14/2015","Осень","1019.7","4.9","48.8","32.4","996.8","19.4","9.7","999.9","54.3","43.7","0","E","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/15/2015","Осень","1019.4","6.9","54.3","42.9","996.8","17.8","9.7","999.9","62.2","45.1","0","E","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/16/2015","Осень","1018.3","10.9","55.5","53.6","995.8","13.2","13.6","999.9","58.8","53.2","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/17/2015","Осень","1015.3","12.4","56.2","54.3","992.9","5.5","17.5","999.9","59","54.1","0.01","F","999.9","100000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/18/2015","Осень","1022","13.4","47.3","23","999","21.7","27.2","999.9","55.8","38.1","0","F","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/19/2015","Осень","1014.5","16","48.1","39.5","991.7","19.4","23.3","27.2","55.6","42.6","0.01","E","999.9","10000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/20/2015","Осень","1021.5","10","43.1","26.4","998.3","12.4","17.5","999.9","49.3","36.9","0","E","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/21/2015","Осень","1024.3","4.4","39.7","32.1","0.9","14.8","5.8","999.9","42.6","35.6","99.99"," ","999.9","11000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/22/2015","Осень","1021.2","9.5","47.7","38","998.2","17.1","13.6","19.4","51.1","42.6","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/23/2015","Осень","1012.9","10.2","52.6","43.7","990.4","17.1","15.5","23.3","58.5","45.3","0","E","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/24/2015","Осень","1018.8","20.9","42.1","15.7","995.6","17.1","27.2","40.8","51.4","34.7","0","E","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/25/2015","Осень","1025.8","11.7","37.6","12.6","2.2","19.4","21.4","999.9","44.8","32.7","0","F","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/26/2015","Осень","1012.8","18.7","46.8","38","990.1","9.2","31.1","999.9","53.1","39.2","0.79","E","999.9","10000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/27/2015","Осень","1006.2","9.2","44.3","30.2","983.4","17.1","17.5","25.3","54.7","34.9","0.08","E","999.9","10000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/28/2015","Осень","1014","11.4","37.6","15.1","990.7","17.1","17.5","25.3","43.5","33.4","0","E","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/29/2015","Осень","1017.6","12.1","35.7","12.8","994.2","19.4","17.5","999.9","41.5","29.8","0","F","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/30/2015","Осень","1023.1","9","34.4","13.1","999.5","12.4","15.5","999.9","38.7","29.7","0","F","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/31/2015","Осень","1025.2","5.8","38.1","16.2","1.7","12.4","9.7","999.9","43.7","31.5","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","11/1/2015","Осень","1021.8","9.7","43.7","33.4","998.6","12.4","13.6","999.9","46.8","34.7","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","11/2/2015","Осень","1018.9","7","47.3","30.2","996","12.4","11.7","999.9","54.7","39.7","0","E","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","11/3/2015","Осень","1025.5","10","49.1","36.9","2.5","8.9","15.5","23.3","57.2","43.7","0","E","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","11/4/2015","Осень","1022.8","11.4","49.3","47.8","999.9","10.4","19.4","23.3","53.8","46.6","0","E","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","11/5/2015","Осень","1029.2","16","40.2","24.7","5.7","9.3","21.4","33","50","27.1","0","I","999.9","100000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","11/6/2015","Осень","1037.4","14.6","28.9","9.2","13.2","12.4","21.4","27.2","33.6","24.3","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","11/7/2015","Осень","1034.8","13.8","27.6","6.9","10.6","12.4","15.5","23.3","31.5","23.4","99.99"," ","999.9","1000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","11/8/2015","Осень","1025.7","16","29","12.4","1.7","11.7","17.5","27.2","31.5","24.8","99.99"," ","999.9","1000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","11/9/2015","Осень","1024","13.6","26.3","25.5","0","6.2","15.5","21.4","27.9","24.3","0.04","E","999.9","1000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","11/10/2015","Осень","1030.2","12.4","25.6","18.9","6","11.7","17.5","19.4","29.5","22.3","0","E","1.6","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","11/11/2015","Осень","1035","11.4","28.1","20.6","10.8","12.4","13.6","999.9","33.3","21.7","0","I","0.8","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","11/12/2015","Осень","1034","9","35.8","30.5","10.2","12.4","11.7","999.9","39.6","23.7","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","11/13/2015","Осень","1027.3","15.1","42.5","38.7","4","7","19.4","23.3","44.4","39","0","E","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","11/14/2015","Осень","1017.6","4.9","43.3","39.1","994.5","12.4","9.7","999.9","45.1","41","0.02","E","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","11/15/2015","Осень","1018.9","10","42.9","33.6","995.8","19.4","19.4","27.2","51.1","30.4","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","11/16/2015","Осень","1021.1","13.6","32.4","21.3","997.4","14.8","19.4","23.3","48.9","24.4","0.02","E","0.4","1000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","11/17/2015","Осень","1026.8","16.5","26","16.1","2.7","12.4","19.4","31.1","32.9","19.8","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","11/18/2015","Осень","1030.4","15.3","19.1","6.8","5.8","12.4","17.5","27.2","22.3","15.6","0","E","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","11/19/2015","Осень","1027.7","17.5","16.8","12.2","3.1","9.6","19.4","29.1","18.1","15.1","0.12","E","1.2","1000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","11/20/2015","Осень","1028.1","14.3","17.2","11","3.5","19.4","21.4","31.1","19.9","14.5","0","E","0.8","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","11/21/2015","Осень","1034.9","10","17.4","7.1","10.2","12.4","15.5","999.9","21.9","13.3","0","E","0.4","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","11/22/2015","Осень","1039","11.9","17.2","4.6","14.2","12.4","15.5","19.4","22.1","12.7","0","E","0.4","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","11/23/2015","Осень","1033.6","18.7","12.8","5.7","8.6","5.7","23.3","38.9","17.4","8.1","0","E","999.9","1000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","11/24/2015","Осень","1032.4","16.5","10.9","-1","7.4","12.4","23.3","31.1","15.3","6.6","0","I","0.4","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","11/25/2015","Осень","1025","19.2","11.3","1.8","0.2","12.4","21.4","35","15.8","6.8","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","11/26/2015","Осень","1012.4","30.4","10.9","5.4","987.8","6.4","36.9","999.9","12","8.8","0.08","F","0.4","1000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","11/27/2015","Осень","1019.4","19.4","15.2","3","994.9","12.4","29.1","999.9","19.8","10.4","0","E","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","11/28/2015","Осень","1029","10","14.4","2.3","4.2","12.4","13.6","999.9","19.8","9.5","0","E","0.4","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","11/29/2015","Осень","1026.8","9","15.4","6.3","2.1","8.7","13.6","21.4","19.4","8.8","0","H","999.9","1000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","11/30/2015","Осень","1025.6","12.1","17.1","9.9","1.1","11.7","17.5","25.3","21.4","11.7","0","I","0.8","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","12/1/2015","Зима","1025.1","10.2","26.6","21","1","8.5","19.4","27.2","37.4","16","0","H","0.4","1000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","12/2/2015","Зима","1006.3","15.5","36.3","35.6","983.2","3.5","21.4","40.8","41.2","25.3","0.67","F","0.4","111000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","12/3/2015","Зима","1001.6","11.7","20.5","9.9","977.8","6.4","15.5","23.3","27.7","14.4","0.03","E","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","12/4/2015","Зима","1007.6","11.9","23.1","8.8","983.8","12.4","21.4","31.1","25.7","19.6","0","I","0.4","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","12/5/2015","Зима","1019.8","13.1","22.9","4.1","995.7","14.8","17.5","31.1","28.4","17.1","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","12/6/2015","Зима","1031.4","11.2","16.3","-1.7","6.7","19.4","15.5","21.4","23","8.1","0","E","0.4","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","12/7/2015","Зима","1033.9","14.1","11.8","1.2","8.9","19.4","17.5","21.4","17.8","6.8","0","E","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","12/8/2015","Зима","1030.7","8","24.3","12.4","6.4","12.4","13.6","999.9","31.6","10.4","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","12/9/2015","Зима","1026.4","8.3","35.6","29.8","2.8","7","9.7","999.9","36.3","34","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","12/10/2015","Зима","1019.8","13.9","31.5","28.3","996.1","6.3","35","54.4","38.1","20.1","99.99"," ","999.9","10000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","12/11/2015","Зима","1025.7","21.6","15.3","4.4","1","12.4","33","999.9","18.1","11.7","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","12/12/2015","Зима","1026.2","14.3","21.2","8","1.8","6.2","17.5","25.3","29.7","11.3","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","12/13/2015","Зима","1026.7","17","19.5","8.6","2.2","6.2","19.4","25.3","25.3","14.5","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","12/14/2015","Зима","1019.7","9","29.9","24.6","996","10.2","13.6","999.9","34.7","12.9","0.01","F","999.9","10000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","12/15/2015","Зима","1012.8","9","30.3","22.3","989.2","7.3","19.4","999.9","37.6","21.9","0","E","999.9","100000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","12/16/2015","Зима","1015","19.2","15.4","3.8","990.6","5.1","23.3","35","19.4","10.6","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","12/17/2015","Зима","1023.4","10.5","15.3","0","998.8","12.4","21.4","999.9","18","11.3","0","E","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","12/18/2015","Зима","1029.3","7.8","20.6","6.3","4.8","14.8","13.6","999.9","26.8","16.9","0","E","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","12/19/2015","Зима","1032.4","5.3","23.4","9.3","8","12.4","7.8","999.9","27","14.9","0","E","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","12/20/2015","Зима","1024.5","7.8","28.6","22.7","0.5","7","11.7","999.9","32.5","20.8","0","E","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","12/21/2015","Зима","1025.6","8","27.6","20.4","1.6","6.2","9.7","999.9","32","23.9","0","I","999.9","0"
