STATION;DATE;LATITUDE;LONGITUDE;ELEVATION;NAME;TEMP;TEMP_ATTRIBUTES;DEWP;DEWP_ATTRIBUTES;SLP;SLP_ATTRIBUTES;STP;STP_ATTRIBUTES;VISIB;VISIB_ATTRIBUTES;WDSP;WDSP_ATTRIBUTES;MXSPD;GUST;MAX;MAX_ATTRIBUTES;MIN;MIN_ATTRIBUTES;PRCP;PRCP_ATTRIBUTES;SNDP;FRSHTT
26063099999;18.03.2015;59,800292;30,262503;24,07;PULKOVO, RS;41,4;24;18;24;9999,9;0;999,9;0;999,9;0;1,2;24;3,9;999,9;59;*;26,6;*;0;F;999,9;0
26063099999;19.03.2015;59,800292;30,262503;24,07;PULKOVO, RS;42,8;24;18,4;24;9999,9;0;999,9;0;999,9;0;5,1;24;13,6;15,5;55,9; ;30,2;*;0;F;999,9;0
26063099999;20.03.2015;59,800292;30,262503;24,07;PULKOVO, RS;36,5;24;26,3;24;9999,9;0;999,9;0;6,2;17;7,4;24;13,6;999,9;42,8;*;30,2;*;0;F;999,9;0
26063099999;21.03.2015;59,800292;30,262503;24,07;PULKOVO, RS;29,1;24;14;24;9999,9;0;999,9;0;5,9;20;9,3;24;15,5;999,9;33,8;*;23;*;0;F;999,9;1000
26063099999;22.03.2015;59,800292;30,262503;24,07;PULKOVO, RS;23,8;24;7;24;9999,9;0;999,9;0;6;15;7,2;24;11,7;17,5;28,8; ;19,2; ;0,01;F;0,4;1000
26063099999;23.03.2015;59,800292;30,262503;24,07;PULKOVO, RS;31,2;24;26,9;24;9999,9;0;999,9;0;4,6;24;9,3;24;15,5;25,3;35,6;*;24,6; ;0,09;F;999,9;11000
26063099999;24.03.2015;59,800292;30,262503;24,07;PULKOVO, RS;38,2;24;33,3;24;9999,9;0;999,9;0;5,7;24;12,1;24;23,3;33;46,4;*;32,4; ;0,24;F;999,9;10000
26063099999;25.03.2015;59,800292;30,262503;24,07;PULKOVO, RS;30,1;24;16,7;24;9999,9;0;999,9;0;6,2;19;8;24;11,7;17,5;34,5; ;24,8;*;0;F;999,9;10000
26063099999;26.03.2015;59,800292;30,262503;24,07;PULKOVO, RS;31;24;7,8;24;9999,9;0;999,9;0;999,9;0;10,2;24;15,5;19,4;40,3; ;23;*;0;F;999,9;0
26063099999;27.03.2015;59,800292;30,262503;24,07;PULKOVO, RS;37,1;24;15,8;24;9999,9;0;999,9;0;999,9;0;14,6;24;21,4;29,1;44,6;*;24,8;*;0;F;999,9;0
26063099999;28.03.2015;59,800292;30,262503;24,07;PULKOVO, RS;40,5;24;28,6;24;9999,9;0;999,9;0;6,2;6;11,7;24;19,4;25,3;44,2; ;35,6;*;0;F;999,9;10000
26063099999;29.03.2015;59,800292;30,262503;24,07;PULKOVO, RS;37;24;29,4;24;9999,9;0;999,9;0;6;22;13;24;17,5;27,2;44,6;*;32;*;0;F;999,9;11000
26063099999;30.03.2015;59,800292;30,262503;24,07;PULKOVO, RS;33,7;24;27,8;24;9999,9;0;999,9;0;5,7;24;14,7;24;19,4;29,1;35,8;*;32;*;0;F;999,9;11000
26063099999;31.03.2015;59,800292;30,262503;24,07;PULKOVO, RS;38,3;24;34,9;24;9999,9;0;999,9;0;6,2;24;13,2;24;25,3;36,9;42,8;*;33,6; ;0,02;F;999,9;11000
26063099999;01.04.2015;59,800292;30,262503;24,07;PULKOVO, RS;37,9;24;34,6;24;9999,9;0;999,9;0;6;24;9,5;24;13,6;999,9;42,6; ;35,6;*;0,17;F;999,9;10000
26063099999;02.04.2015;59,800292;30,262503;24,07;PULKOVO, RS;35,5;24;33,6;24;9999,9;0;999,9;0;5,4;24;7;24;11,7;999,9;39,2;*;33,8;*;0,28;F;999,9;11000
26063099999;03.04.2015;59,800292;30,262503;24,07;PULKOVO, RS;38,5;24;34,1;24;9999,9;0;999,9;0;6,2;24;7,1;24;11,7;999,9;42,8;*;35,6;*;0,02;F;999,9;10000
26063099999;04.04.2015;59,800292;30,262503;24,07;PULKOVO, RS;36;24;32,5;24;9999,9;0;999,9;0;5,7;24;9,9;24;15,5;999,9;38,8; ;33,8;*;0,06;F;999,9;11000
26063099999;05.04.2015;59,800292;30,262503;24,07;PULKOVO, RS;39,4;24;30,5;24;9999,9;0;999,9;0;6,1;24;8,4;24;11,7;999,9;48,6; ;32;*;0;F;999,9;0
26063099999;06.04.2015;59,800292;30,262503;24,07;PULKOVO, RS;38,7;24;25,8;24;9999,9;0;999,9;0;6,2;13;6,6;24;13,6;999,9;47,5; ;32;*;0;F;999,9;0
26063099999;07.04.2015;59,800292;30,262503;24,07;PULKOVO, RS;38,4;24;33,8;24;9999,9;0;999,9;0;6,2;24;6,1;24;11,7;999,9;42,8;*;33,8;*;0,08;F;999,9;10000
26063099999;29.04.2015;59,800292;30,262503;24,07;PULKOVO, RS;47,1;24;42,5;24;9999,9;0;999,9;0;5,3;24;11,5;24;23,3;35;55,4;*;42,8;*;0,43;F;999,9;10010
26063099999;30.04.2015;59,800292;30,262503;24,07;PULKOVO, RS;43,1;24;33,9;24;9999,9;0;999,9;0;6;18;10,3;24;19,4;25,3;50;*;35,6;*;0,01;F;999,9;10000
26063099999;01.05.2015;59,800292;30,262503;24,07;PULKOVO, RS;48,4;24;31;24;9999,9;0;999,9;0;6;6;11,6;24;15,5;25,3;59,7;*;33,8;*;0;F;999,9;10000
26063099999;02.05.2015;59,800292;30,262503;24,07;PULKOVO, RS;46;24;41,7;24;9999,9;0;999,9;0;5,8;21;7,8;24;13,6;21,4;53,6;*;37,4;*;0,31;F;999,9;10000
26063099999;03.05.2015;59,800292;30,262503;24,07;PULKOVO, RS;44,4;24;36,3;24;9999,9;0;999,9;0;6,2;17;7,3;24;15,5;21,4;51,8;*;35,6;*;0;F;999,9;10000
26063099999;04.05.2015;59,800292;30,262503;24,07;PULKOVO, RS;46;24;34,2;24;9999,9;0;999,9;0;6,2;13;4;24;9,7;999,9;53,6;*;37,4;*;0;F;999,9;10000
26063099999;05.05.2015;59,800292;30,262503;24,07;PULKOVO, RS;50,8;24;32,7;24;9999,9;0;999,9;0;6,2;7;8;24;11,7;19,4;59,9; ;35,6;*;0;F;999,9;10000
26063099999;06.05.2015;59,800292;30,262503;24,07;PULKOVO, RS;61,6;24;37,3;24;9999,9;0;999,9;0;6,2;7;9,9;24;17,5;21,4;71,6;*;50;*;0;F;999,9;10000
26063099999;07.05.2015;59,800292;30,262503;24,07;PULKOVO, RS;59,4;24;35,5;24;9999,9;0;999,9;0;999,9;0;8,1;24;13,6;999,9;66,7; ;51,8;*;0;F;999,9;0
26063099999;08.05.2015;59,800292;30,262503;24,07;PULKOVO, RS;50,1;24;46,1;24;9999,9;0;999,9;0;5,2;20;5;24;11,7;15,5;55,4;*;41;*;0,28;F;999,9;10000
26063099999;09.05.2015;59,800292;30,262503;24,07;PULKOVO, RS;47,8;24;35;24;9999,9;0;999,9;0;3,9;5;6,5;24;13,6;23,3;57,2;*;35,6;*;0;F;999,9;0
26063099999;10.05.2015;59,800292;30,262503;24,07;PULKOVO, RS;52,1;24;34,4;24;9999,9;0;999,9;0;999,9;0;3,9;24;7,8;999,9;64,4;*;35,6;*;0;F;999,9;0
26063099999;11.05.2015;59,800292;30,262503;24,07;PULKOVO, RS;49,1;24;41;24;9999,9;0;999,9;0;6,2;18;7,5;24;15,5;25,3;57,2;*;37,4;*;0;F;999,9;10000
26063099999;12.05.2015;59,800292;30,262503;24,07;PULKOVO, RS;55,1;24;37,2;24;9999,9;0;999,9;0;999,9;0;7,1;24;13,6;999,9;68;*;33,8;*;0;F;999,9;0
26063099999;13.05.2015;59,800292;30,262503;24,07;PULKOVO, RS;54,1;24;41,2;24;9999,9;0;999,9;0;6,1;9;11,3;24;17,5;27,2;64,4;*;44,6;*;0,08;F;999,9;10000
26063099999;14.05.2015;59,800292;30,262503;24,07;PULKOVO, RS;49,7;24;42,1;24;9999,9;0;999,9;0;6,1;21;9,1;24;21,4;35;57,2;*;42,8;*;0,12;F;999,9;10000
26063099999;15.05.2015;59,800292;30,262503;24,07;PULKOVO, RS;47,4;24;32,2;24;9999,9;0;999,9;0;6,2;16;6,3;24;11,7;999,9;54,5; ;35,6;*;0;F;999,9;0
26063099999;16.05.2015;59,800292;30,262503;24,07;PULKOVO, RS;49,9;24;34,7;24;9999,9;0;999,9;0;6,2;5;10,8;24;17,5;29,1;58,1; ;37,4;*;0;F;999,9;0
26063099999;17.05.2015;59,800292;30,262503;24,07;PULKOVO, RS;49;24;41,5;24;9999,9;0;999,9;0;6,1;20;6,6;24;11,7;17,5;54,5; ;42,8;*;0,01;F;999,9;10000
26063099999;18.05.2015;59,800292;30,262503;24,07;PULKOVO, RS;44,2;24;40,2;24;9999,9;0;999,9;0;6,2;24;8,1;24;13,6;19,4;48,2;*;41;*;0,02;F;999,9;10000
26063099999;19.05.2015;59,800292;30,262503;24,07;PULKOVO, RS;44,6;24;41,8;24;9999,9;0;999,9;0;5,3;22;7,4;24;11,7;999,9;50;*;37,4;*;0,16;F;999,9;10000
26063099999;20.05.2015;59,800292;30,262503;24,07;PULKOVO, RS;52,7;24;43,1;24;9999,9;0;999,9;0;5,7;13;5,7;24;11,7;999,9;67,5; ;37,4;*;0;F;999,9;0
26063099999;21.05.2015;59,800292;30,262503;24,07;PULKOVO, RS;53,6;24;49,1;24;9999,9;0;999,9;0;5,7;21;6,2;24;9,7;999,9;68;*;41;*;0,08;F;999,9;10000
26063099999;22.05.2015;59,800292;30,262503;24,07;PULKOVO, RS;52,2;24;43,5;24;9999,9;0;999,9;0;5,6;20;3,9;24;7,8;999,9;62,6;*;39,2;*;0;F;999,9;0
26063099999;23.05.2015;59,800292;30,262503;24,07;PULKOVO, RS;55,5;24;42,7;24;9999,9;0;999,9;0;6,2;16;10;24;17,5;25,3;68;*;39,2;*;0;F;999,9;10000
26063099999;24.05.2015;59,800292;30,262503;24,07;PULKOVO, RS;52;24;36,7;24;9999,9;0;999,9;0;6,2;8;8,7;24;15,5;23,3;62,6;*;39,2;*;0,04;F;999,9;10000
26063099999;25.05.2015;59,800292;30,262503;24,07;PULKOVO, RS;57,8;24;38,8;24;9999,9;0;999,9;0;999,9;0;5,5;24;13,6;21,4;71,6;*;42,8;*;0;F;999,9;0
26063099999;26.05.2015;59,800292;30,262503;24,07;PULKOVO, RS;62,1;24;43,3;24;9999,9;0;999,9;0;6,2;12;3,2;24;7,8;999,9;77;*;41;*;0,02;F;999,9;10000
26063099999;27.05.2015;59,800292;30,262503;24,07;PULKOVO, RS;55,7;24;48,7;24;9999,9;0;999,9;0;6;24;6,6;24;9,7;19,4;61,2; ;48,2;*;0,08;F;999,9;10000
26063099999;28.05.2015;59,800292;30,262503;24,07;PULKOVO, RS;54,2;24;48,8;24;9999,9;0;999,9;0;5,5;19;5,3;24;9,7;999,9;64,4;*;48,2;*;0,66;F;999,9;10000
26063099999;29.05.2015;59,800292;30,262503;24,07;PULKOVO, RS;58,6;24;45,2;24;9999,9;0;999,9;0;999,9;0;3,8;24;9,7;999,9;69,4; ;48,2;*;0;F;999,9;0
26063099999;30.05.2015;59,800292;30,262503;24,07;PULKOVO, RS;59;24;42,5;24;9999,9;0;999,9;0;6,2;9;4,6;24;7,8;17,5;70,5; ;44,6;*;0;F;999,9;0
26063099999;31.05.2015;59,800292;30,262503;24,07;PULKOVO, RS;55,6;24;45,9;24;9999,9;0;999,9;0;6,2;22;7;24;13,6;17,5;62,6;*;46,4;*;0;F;999,9;10000
26063099999;01.06.2015;59,800292;30,262503;24,07;PULKOVO, RS;59,3;24;42,2;24;9999,9;0;999,9;0;999,9;0;9;24;13,6;25,3;71,6;*;42,8;*;0;F;999,9;0
