"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","SEASON","TEMP","WDSP","DEWP","VISIB","MXSPD","GUST","MAX","MIN","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"26063099999","1/19/2015","59.800292","30.262503","24.07","PULKOVO, RS","Зима","30.6","7","28.5","5.1","9.7","999.9","34.3","21.2","0.05","F","3.1","11000"
"26063099999","1/20/2015","59.800292","30.262503","24.07","PULKOVO, RS","Зима","13.4","6.6","8.2","6.2","13.6","999.9","23.2","5","0","F","2.8","0"
"26063099999","1/21/2015","59.800292","30.262503","24.07","PULKOVO, RS","Зима","5","6.2","0.6","999.9","9.7","999.9","16.9","-0.4","0","F","2.4","0"
"26063099999","1/22/2015","59.800292","30.262503","24.07","PULKOVO, RS","Зима","9.5","7.8","4.7","5.2","11.7","999.9","15.8","1.4","0.01","F","2.8","1000"
"26063099999","1/23/2015","59.800292","30.262503","24.07","PULKOVO, RS","Зима","22.7","4.7","20.9","3.6","7.8","999.9","28","14","0.05","F","3.1","1000"
"26063099999","1/24/2015","59.800292","30.262503","24.07","PULKOVO, RS","Зима","26.6","5.2","24.1","5.5","11.7","999.9","30.9","21.2","0.13","F","999.9","1000"
"26063099999","1/25/2015","59.800292","30.262503","24.07","PULKOVO, RS","Зима","26.2","3.9","23.7","3.7","7.8","999.9","28.6","24.8","0.04","F","4.7","1000"
"26063099999","1/26/2015","59.800292","30.262503","24.07","PULKOVO, RS","Зима","26.2","2.8","25.1","3.7","5.8","999.9","29.5","23","0.03","F","5.1","1000"
"26063099999","1/27/2015","59.800292","30.262503","24.07","PULKOVO, RS","Зима","24.7","6.1","22.9","6.1","11.7","17.5","28.4","23","0","F","3.5","1000"
"26063099999","1/28/2015","59.800292","30.262503","24.07","PULKOVO, RS","Зима","28.1","6.5","25.2","5.8","9.7","19.4","30.6","26.6","0.01","F","3.5","1000"
"26063099999","1/29/2015","59.800292","30.262503","24.07","PULKOVO, RS","Зима","30.3","8.5","26.3","6.1","11.7","999.9","33.1","28.4","0","F","3.9","1000"
"26063099999","1/30/2015","59.800292","30.262503","24.07","PULKOVO, RS","Зима","32.2","7.4","30","5.2","9.7","999.9","34.7","30.2","0.05","F","3.9","11000"
"26063099999","1/31/2015","59.800292","30.262503","24.07","PULKOVO, RS","Зима","32.9","13.1","30.9","5.9","15.5","999.9","35.6","32","0","F","3.1","11000"
"26063099999","2/1/2015","59.800292","30.262503","24.07","PULKOVO, RS","Зима","34.2","11.1","32.1","4.7","17.5","27.2","36","32","0.31","F","3.1","11000"
"26063099999","2/2/2015","59.800292","30.262503","24.07","PULKOVO, RS","Зима","32.3","7.9","30","4.9","13.6","15.5","34.2","30.2","0.08","F","3.1","1000"
"26063099999","2/3/2015","59.800292","30.262503","24.07","PULKOVO, RS","Зима","28.3","5.4","26","4.5","9.7","999.9","32.4","24.8","0.01","F","3.1","1000"
"26063099999","2/4/2015","59.800292","30.262503","24.07","PULKOVO, RS","Зима","24.7","4.4","22.4","4","7.8","999.9","30.6","17.6","0","F","3.1","0"
"26063099999","2/5/2015","59.800292","30.262503","24.07","PULKOVO, RS","Зима","23.6","4.5","19.8","5.4","9.7","15.5","28.4","19.4","0","F","3.1","0"
"26063099999","2/6/2015","59.800292","30.262503","24.07","PULKOVO, RS","Зима","27.6","10.2","24","4.4","15.5","21.4","33.8","19.4","0.08","F","3.1","1000"
"26063099999","2/7/2015","59.800292","30.262503","24.07","PULKOVO, RS","Зима","30.1","5.3","29","3.8","11.7","13.6","34.2","23","0.17","F","4.3","11000"
"26063099999","2/8/2015","59.800292","30.262503","24.07","PULKOVO, RS","Зима","25","13.5","22.2","5.4","19.4","27.2","32","17.6","0.41","F","0.4","1000"
"26063099999","2/9/2015","59.800292","30.262503","24.07","PULKOVO, RS","Зима","14","5.3","9.2","6.2","15.5","999.9","21.2","6.8","0","F","999.9","0"
"26063099999","2/10/2015","59.800292","30.262503","24.07","PULKOVO, RS","Зима","31.7","7.9","28.8","6.2","13.6","17.5","37.4","17.1","0.02","F","7.5","1000"
"26063099999","2/11/2015","59.800292","30.262503","24.07","PULKOVO, RS","Зима","36.6","7.9","30.5","999.9","13.6","999.9","41","29.5","0","F","6.7","0"
"26063099999","2/12/2015","59.800292","30.262503","24.07","PULKOVO, RS","Зима","33.3","10.9","29.6","6.2","17.5","23.3","35.6","31.6","0.03","F","6.7","11000"
"26063099999","2/13/2015","59.800292","30.262503","24.07","PULKOVO, RS","Зима","33.6","4.5","30.3","6.1","7.8","999.9","35.6","27.5","0.02","F","999.9","11000"
"26063099999","2/14/2015","59.800292","30.262503","24.07","PULKOVO, RS","Зима","30.8","6.1","28.2","5.1","15.5","999.9","32.7","30.2","0.01","F","5.9","11000"
"26063099999","2/15/2015","59.800292","30.262503","24.07","PULKOVO, RS","Зима","22.2","8.7","14.1","6.2","19.4","25.3","30.2","6.8","0.01","F","6.7","1000"
"26063099999","2/16/2015","59.800292","30.262503","24.07","PULKOVO, RS","Зима","14.2","2.5","5.4","999.9","9.7","999.9","25.5","3.2","0","F","999.9","0"
"26063099999","2/17/2015","59.800292","30.262503","24.07","PULKOVO, RS","Зима","23.1","6.8","0.7","999.9","15.5","19.4","30.2","14","0","F","6.7","0"
"26063099999","2/18/2015","59.800292","30.262503","24.07","PULKOVO, RS","Зима","28.1","9.8","23.4","3.7","15.5","25.3","35.6","21.2","0.04","F","999.9","11000"
"26063099999","2/19/2015","59.800292","30.262503","24.07","PULKOVO, RS","Зима","32.7","5.9","30.7","5.9","9.7","13.6","37.4","21.2","0.02","F","7.5","11000"
"26063099999","2/20/2015","59.800292","30.262503","24.07","PULKOVO, RS","Зима","35.8","10","33.7","4.9","19.4","21.4","37.4","33.8","0.06","F","999.9","10000"
"26063099999","2/21/2015","59.800292","30.262503","24.07","PULKOVO, RS","Зима","34.9","9.1","31.6","4.9","13.6","25.3","37.4","33.6","0.08","F","4.3","10000"
"26063099999","2/22/2015","59.800292","30.262503","24.07","PULKOVO, RS","Зима","36","9.9","29.8","6.2","23.3","33","40.1","32","0","F","3.1","0"
"26063099999","2/23/2015","59.800292","30.262503","24.07","PULKOVO, RS","Зима","35.9","6.9","29.3","6.2","11.7","19.4","39.4","33.8","0","F","3.1","0"
"26063099999","2/24/2015","59.800292","30.262503","24.07","PULKOVO, RS","Зима","36.4","7.3","34","5.6","11.7","999.9","38.1","34.9","0.04","F","2.4","10000"
"26063099999","2/25/2015","59.800292","30.262503","24.07","PULKOVO, RS","Зима","36.4","2","35.9","2.3","3.9","999.9","40.5","35.6","0.01","F","1.2","110000"
"26063099999","2/26/2015","59.800292","30.262503","24.07","PULKOVO, RS","Зима","34.6","2.7","33.9","0.4","5.8","999.9","36.5","32","0","F","0.4","100000"
"26063099999","2/27/2015","59.800292","30.262503","24.07","PULKOVO, RS","Зима","33.7","3.5","33","1.9","7.8","999.9","35.6","31.6","0","F","0.8","100000"
"26063099999","2/28/2015","59.800292","30.262503","24.07","PULKOVO, RS","Зима","32.8","4","31.3","3","7.8","999.9","34.5","31.6","0","F","0.4","11000"
"26063099999","3/1/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","34.4","7.3","30.4","6","9.7","999.9","39","32","0.01","F","999.9","0"
"26063099999","3/2/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","34.9","10.3","31.8","6.2","15.5","17.5","38.5","32","0","F","999.9","10000"
"26063099999","3/3/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","36.5","9.9","33.7","6.1","13.6","999.9","37.9","35.6","0.02","F","0.4","10000"
"26063099999","3/4/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","35.7","8.3","31.5","6.2","13.6","999.9","41","28.4","0","F","999.9","10000"
"26063099999","3/5/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","32","3.5","27.8","5","7.8","999.9","42.8","24.8","0","F","999.9","0"
"26063099999","3/6/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","33.3","5.6","26.4","5.1","13.6","15.5","41","23","0","F","999.9","110000"
"26063099999","3/7/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","35.5","6.6","32.6","5.9","11.7","17.5","39.2","32","0.02","F","999.9","11000"
"26063099999","3/8/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","42.2","8.7","38.2","5.6","15.5","23.3","46.4","36.1","0.01","F","999.9","10000"
"26063099999","3/9/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","40","8.4","36.9","5.2","11.7","999.9","45.1","32","0.16","F","999.9","110000"
"26063099999","3/10/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","37","6.8","31.6","6.2","11.7","15.5","45","28.4","0","F","999.9","11000"
"26063099999","3/11/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","38.2","7.7","33.9","5.7","11.7","15.5","41","33.8","0","F","999.9","10000"
"26063099999","3/12/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","34.6","5.7","26.2","6.2","9.7","999.9","44.2","24.8","0","F","999.9","0"
"26063099999","3/13/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","33.1","6.3","22.1","999.9","11.7","999.9","46.2","21.2","0","F","999.9","0"
"26063099999","3/14/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","34.2","5.1","19.7","999.9","7.8","999.9","50","21.2","0","F","999.9","0"
"26063099999","3/15/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","35.4","4.1","19.8","999.9","7.8","999.9","52.9","23","0","F","999.9","0"
"26063099999","3/16/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","37.9","4.2","23.6","999.9","7.8","999.9","54.7","23","0","F","999.9","0"
"26063099999","3/17/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","41.6","3","19.8","5.1","5.8","999.9","59.5","24.8","0","F","999.9","0"
"26063099999","3/18/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","41.4","1.2","18","999.9","3.9","999.9","59","26.6","0","F","999.9","0"
"26063099999","3/19/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","42.8","5.1","18.4","999.9","13.6","15.5","55.9","30.2","0","F","999.9","0"
"26063099999","3/20/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","36.5","7.4","26.3","6.2","13.6","999.9","42.8","30.2","0","F","999.9","0"
"26063099999","3/21/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","29.1","9.3","14","5.9","15.5","999.9","33.8","23","0","F","999.9","1000"
"26063099999","3/22/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","23.8","7.2","7","6","11.7","17.5","28.8","19.2","0.01","F","0.4","1000"
"26063099999","3/23/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","31.2","9.3","26.9","4.6","15.5","25.3","35.6","24.6","0.09","F","999.9","11000"
"26063099999","3/24/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","38.2","12.1","33.3","5.7","23.3","33","46.4","32.4","0.24","F","999.9","10000"
"26063099999","3/25/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","30.1","8","16.7","6.2","11.7","17.5","34.5","24.8","0","F","999.9","10000"
"26063099999","3/26/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","31","10.2","7.8","999.9","15.5","19.4","40.3","23","0","F","999.9","0"
"26063099999","3/27/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","37.1","14.6","15.8","999.9","21.4","29.1","44.6","24.8","0","F","999.9","0"
"26063099999","3/28/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","40.5","11.7","28.6","6.2","19.4","25.3","44.2","35.6","0","F","999.9","10000"
"26063099999","3/29/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","37","13","29.4","6","17.5","27.2","44.6","32","0","F","999.9","11000"
"26063099999","3/30/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","33.7","14.7","27.8","5.7","19.4","29.1","35.8","32","0","F","999.9","11000"
"26063099999","3/31/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","38.3","13.2","34.9","6.2","25.3","36.9","42.8","33.6","0.02","F","999.9","11000"
"26063099999","4/1/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","37.9","9.5","34.6","6","13.6","999.9","42.6","35.6","0.17","F","999.9","10000"
"26063099999","4/2/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","35.5","7","33.6","5.4","11.7","999.9","39.2","33.8","0.28","F","999.9","11000"
"26063099999","4/3/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","38.5","7.1","34.1","6.2","11.7","999.9","42.8","35.6","0.02","F","999.9","10000"
"26063099999","4/4/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","36","9.9","32.5","5.7","15.5","999.9","38.8","33.8","0.06","F","999.9","11000"
"26063099999","4/5/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","39.4","8.4","30.5","6.1","11.7","999.9","48.6","32","0","F","999.9","0"
"26063099999","4/6/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","38.7","6.6","25.8","6.2","13.6","999.9","47.5","32","0","F","999.9","0"
"26063099999","4/7/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","38.4","6.1","33.8","6.2","11.7","999.9","42.8","33.8","0.08","F","999.9","10000"
"26063099999","4/29/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","47.1","11.5","42.5","5.3","23.3","35","55.4","42.8","0.43","F","999.9","10010"
"26063099999","4/30/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","43.1","10.3","33.9","6","19.4","25.3","50","35.6","0.01","F","999.9","10000"
"26063099999","5/1/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","48.4","11.6","31","6","15.5","25.3","59.7","33.8","0","F","999.9","10000"
"26063099999","5/2/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","46","7.8","41.7","5.8","13.6","21.4","53.6","37.4","0.31","F","999.9","10000"
"26063099999","5/3/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","44.4","7.3","36.3","6.2","15.5","21.4","51.8","35.6","0","F","999.9","10000"
"26063099999","5/4/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","46","4","34.2","6.2","9.7","999.9","53.6","37.4","0","F","999.9","10000"
"26063099999","5/5/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","50.8","8","32.7","6.2","11.7","19.4","59.9","35.6","0","F","999.9","10000"
"26063099999","5/6/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","61.6","9.9","37.3","6.2","17.5","21.4","71.6","50","0","F","999.9","10000"
"26063099999","5/7/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","59.4","8.1","35.5","999.9","13.6","999.9","66.7","51.8","0","F","999.9","0"
"26063099999","5/8/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","50.1","5","46.1","5.2","11.7","15.5","55.4","41","0.28","F","999.9","10000"
"26063099999","5/9/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","47.8","6.5","35","3.9","13.6","23.3","57.2","35.6","0","F","999.9","0"
"26063099999","5/10/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","52.1","3.9","34.4","999.9","7.8","999.9","64.4","35.6","0","F","999.9","0"
"26063099999","5/11/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","49.1","7.5","41","6.2","15.5","25.3","57.2","37.4","0","F","999.9","10000"
"26063099999","5/12/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","55.1","7.1","37.2","999.9","13.6","999.9","68","33.8","0","F","999.9","0"
"26063099999","5/13/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","54.1","11.3","41.2","6.1","17.5","27.2","64.4","44.6","0.08","F","999.9","10000"
"26063099999","5/14/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","49.7","9.1","42.1","6.1","21.4","35","57.2","42.8","0.12","F","999.9","10000"
"26063099999","5/15/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","47.4","6.3","32.2","6.2","11.7","999.9","54.5","35.6","0","F","999.9","0"
"26063099999","5/16/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","49.9","10.8","34.7","6.2","17.5","29.1","58.1","37.4","0","F","999.9","0"
"26063099999","5/17/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","49","6.6","41.5","6.1","11.7","17.5","54.5","42.8","0.01","F","999.9","10000"
"26063099999","5/18/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","44.2","8.1","40.2","6.2","13.6","19.4","48.2","41","0.02","F","999.9","10000"
"26063099999","5/19/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","44.6","7.4","41.8","5.3","11.7","999.9","50","37.4","0.16","F","999.9","10000"
"26063099999","5/20/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","52.7","5.7","43.1","5.7","11.7","999.9","67.5","37.4","0","F","999.9","0"
"26063099999","5/21/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","53.6","6.2","49.1","5.7","9.7","999.9","68","41","0.08","F","999.9","10000"
"26063099999","5/22/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","52.2","3.9","43.5","5.6","7.8","999.9","62.6","39.2","0","F","999.9","0"
"26063099999","5/23/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","55.5","10","42.7","6.2","17.5","25.3","68","39.2","0","F","999.9","10000"
"26063099999","5/24/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","52","8.7","36.7","6.2","15.5","23.3","62.6","39.2","0.04","F","999.9","10000"
"26063099999","5/25/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","57.8","5.5","38.8","999.9","13.6","21.4","71.6","42.8","0","F","999.9","0"
"26063099999","5/26/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","62.1","3.2","43.3","6.2","7.8","999.9","77","41","0.02","F","999.9","10000"
"26063099999","5/27/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","55.7","6.6","48.7","6","9.7","19.4","61.2","48.2","0.08","F","999.9","10000"
"26063099999","5/28/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","54.2","5.3","48.8","5.5","9.7","999.9","64.4","48.2","0.66","F","999.9","10000"
"26063099999","5/29/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","58.6","3.8","45.2","999.9","9.7","999.9","69.4","48.2","0","F","999.9","0"
"26063099999","5/30/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","59","4.6","42.5","6.2","7.8","17.5","70.5","44.6","0","F","999.9","0"
"26063099999","5/31/2015","59.800292","30.262503","24.07","PULKOVO, RS","Весна","55.6","7","45.9","6.2","13.6","17.5","62.6","46.4","0","F","999.9","10000"
"26063099999","6/1/2015","59.800292","30.262503","24.07","PULKOVO, RS","Лето","59.3","9","42.2","999.9","13.6","25.3","71.6","42.8","0","F","999.9","0"
"26063099999","6/2/2015","59.800292","30.262503","24.07","PULKOVO, RS","Лето","61.5","4.5","51.8","6.2","11.7","15.5","70","53.6","0","E","999.9","10000"
"26063099999","6/3/2015","59.800292","30.262503","24.07","PULKOVO, RS","Лето","62.6","8.5","52.1","6.2","23.3","35","73.4","51.8","0","F","999.9","0"
"26063099999","6/4/2015","59.800292","30.262503","24.07","PULKOVO, RS","Лето","55.6","13.3","42.7","6.2","23.3","33","60.8","50","0","F","999.9","0"
"26063099999","6/5/2015","59.800292","30.262503","24.07","PULKOVO, RS","Лето","56.4","11","39.2","999.9","21.4","31.1","64.4","44.6","0","F","999.9","0"
"26063099999","6/6/2015","59.800292","30.262503","24.07","PULKOVO, RS","Лето","57.6","4","41.8","6.2","9.7","999.9","66.2","42.8","0","F","999.9","10000"
"26063099999","6/7/2015","59.800292","30.262503","24.07","PULKOVO, RS","Лето","61.8","12.6","43.4","6.2","21.4","31.1","69.8","53.6","0.01","F","999.9","10000"
"26063099999","6/8/2015","59.800292","30.262503","24.07","PULKOVO, RS","Лето","57.2","10.8","45.1","6.2","15.5","23.3","62.6","50","0","F","999.9","10000"
"26063099999","6/9/2015","59.800292","30.262503","24.07","PULKOVO, RS","Лето","54.4","8.6","39.9","6.2","15.5","19.4","60.8","44.6","0","F","999.9","0"
"26063099999","6/10/2015","59.800292","30.262503","24.07","PULKOVO, RS","Лето","57.2","10.4","39.3","999.9","17.5","29.1","64.4","46.4","0","F","999.9","0"
"26063099999","6/11/2015","59.800292","30.262503","24.07","PULKOVO, RS","Лето","56.6","10.9","41.5","6.2","17.5","33","62.6","46.4","0","F","999.9","10000"
"26063099999","6/12/2015","59.800292","30.262503","24.07","PULKOVO, RS","Лето","57.3","5.3","46.1","5.9","11.7","999.9","69.8","44.6","0.08","F","999.9","10000"
"26063099999","6/13/2015","59.800292","30.262503","24.07","PULKOVO, RS","Лето","67","7.3","48.3","999.9","13.6","999.9","78.8","53.6","0","F","999.9","0"
"26063099999","6/14/2015","59.800292","30.262503","24.07","PULKOVO, RS","Лето","64.9","4.6","53","6.2","9.7","999.9","73.4","57.2","0","F","999.9","10000"
"26063099999","6/15/2015","59.800292","30.262503","24.07","PULKOVO, RS","Лето","57.8","11.3","48.5","6.2","17.5","35","68","46.4","0.02","F","999.9","10000"
"26063099999","6/16/2015","59.800292","30.262503","24.07","PULKOVO, RS","Лето","53.7","12.8","38.8","6.2","23.3","33","62.6","46.4","0","F","999.9","0"
"26063099999","6/17/2015","59.800292","30.262503","24.07","PULKOVO, RS","Лето","54.1","9.7","37.4","6.2","19.4","29.1","60.8","41","0","F","999.9","0"
"26063099999","6/18/2015","59.800292","30.262503","24.07","PULKOVO, RS","Лето","56.2","6.7","44.9","6.2","11.7","17.5","64.4","42.8","0.08","F","999.9","10000"
"26063099999","6/19/2015","59.800292","30.262503","24.07","PULKOVO, RS","Лето","60.9","6.4","48.1","6.2","11.7","999.9","68.4","55.4","0.02","F","999.9","10000"
"26063099999","6/20/2015","59.800292","30.262503","24.07","PULKOVO, RS","Лето","65","6","51.1","6.2","11.7","999.9","78.8","55.4","0","F","999.9","10000"
"26063099999","6/21/2015","59.800292","30.262503","24.07","PULKOVO, RS","Лето","62.2","7.4","52.4","6.2","13.6","999.9","69.8","51.8","0.04","F","999.9","0"
"26063099999","6/22/2015","59.800292","30.262503","24.07","PULKOVO, RS","Лето","64","4.5","54.1","6","13.6","999.9","78.8","50","0","F","999.9","10000"
"26063099999","6/23/2015","59.800292","30.262503","24.07","PULKOVO, RS","Лето","63.1","7","55","5.4","11.7","999.9","73.4","55.4","0.59","F","999.9","10000"
"26063099999","6/24/2015","59.800292","30.262503","24.07","PULKOVO, RS","Лето","64","7.9","54.3","6.2","13.6","21.4","71.6","55.4","0","F","999.9","10000"
"26063099999","6/25/2015","59.800292","30.262503","24.07","PULKOVO, RS","Лето","59.9","6.1","49.2","6.2","15.5","21.4","68","48.2","0","F","999.9","0"
"26063099999","6/26/2015","59.800292","30.262503","24.07","PULKOVO, RS","Лето","59.4","5.8","49.4","6.2","11.7","999.9","71.6","48.2","0","F","999.9","0"
"26063099999","6/27/2015","59.800292","30.262503","24.07","PULKOVO, RS","Лето","57.2","7.1","47.5","6.2","15.5","999.9","64.4","46.4","0","F","999.9","10000"
"26063099999","6/28/2015","59.800292","30.262503","24.07","PULKOVO, RS","Лето","58.3","7.3","50.7","6.2","13.6","999.9","65.8","46.4","0","F","999.9","0"
"26063099999","6/29/2015","59.800292","30.262503","24.07","PULKOVO, RS","Лето","63.9","4.6","47.9","5.9","9.7","999.9","73.6","48.2","0","F","999.9","0"
"26063099999","6/30/2015","59.800292","30.262503","24.07","PULKOVO, RS","Лето","65","4.8","51.4","6.2","11.7","999.9","75.2","50","0","F","999.9","0"
"26063099999","7/1/2015","59.800292","30.262503","24.07","PULKOVO, RS","Лето","63.5","9.4","55.4","6.2","17.5","999.9","69.8","53.6","0","F","999.9","10000"
"26063099999","7/2/2015","59.800292","30.262503","24.07","PULKOVO, RS","Лето","62.3","6.2","50","6.2","9.7","999.9","71.1","56.5","0","F","999.9","0"
"26063099999","7/3/2015","59.800292","30.262503","24.07","PULKOVO, RS","Лето","72.9","12.6","53.8","999.9","27.2","38.9","84.2","59","0","F","999.9","0"
"26063099999","7/4/2015","59.800292","30.262503","24.07","PULKOVO, RS","Лето","72.1","10.5","57.4","6.2","19.4","25.3","80.6","64.4","0","F","999.9","0"
